id;price;msrp_price;original_price;good_offer;seller_rating;seller_count_rating;car_rate;consumers_review;mileage;n_photos
766784087.html;72675;72675;;;4.9;599;4.4;25 reviews;8;32
750258266.html;52594;55970;;;4.9;482;4.9;128 reviews;1;20
763571718.html;16992;;;Good Deal;4.8;1125;4.9;317 reviews;14,713;37
766066959.html;41473;44109;;;5;6;4.4;87 reviews;1;23
760353862.html;73845;73845;;;4.6;262;5;1 reviews;49;14
767474532.html;47195;47195;;;4.7;308;4.2;42 reviews;4;32
758791326.html;21695;;;Good Deal;4.8;1086;4.8;54 reviews;32,456;45
752581450.html;16977;;;Good Deal;4.7;359;4.7;84 reviews;35,510;59
766784110.html;172465;172465;;;4.9;599;5;4 reviews;41;25
762456656.html;19285;;;Good Deal;5;22;4.5;70 reviews;56,117;31
766537834.html;14980;;;Good Deal;4.9;482;4.7;34 reviews;42,213;23
758444988.html;29447;31100;;;4.9;682;4.6;22 reviews;15;31
755731995.html;42021;50025;;;5;25;4.5;42 reviews;;10
757647273.html;40381;41730;;;4.6;263;4.7;34 reviews;;32
764099694.html;15440;;;Good Deal;4.7;359;4.7;71 reviews;38,203;49
765856092.html;61638;;;;4.2;45;3;2 reviews;;32
761814440.html;99895;;;;4.8;1057;5;2 reviews;6;32
766884735.html;23000;;;Great Deal;5;303;4.8;79 reviews;105,388;28
766872579.html;21743;;;Good Deal;4.8;1125;4.7;40 reviews;19,554;37
766175032.html;16490;;;Good Deal;4.8;424;4.2;29 reviews;51,235;28
758540611.html;53013;;;;4.8;220;4.8;20 reviews;6;20
763642675.html;10598;;;Good Deal;4.6;122;4.7;131 reviews;66,679;31
762608886.html;14877;;;Good Deal;4.7;359;4.8;422 reviews;50,042;47
756849591.html;24245;24930;;;4.9;53;4.9;70 reviews;11;22
764299550.html;19690;;;Good Deal;4.8;237;4.7;84 reviews;27,630;27
763611661.html;16444;;;Good Deal;4.8;357;4.8;379 reviews;38,898;20
765078477.html;23694;;;Good Deal;4.8;1086;4.9;57 reviews;30,930;41
757842757.html;71122;73490;;;4.5;63;4.8;6 reviews;27;32
764431398.html;25989;;;Great Deal;4.8;1086;4.7;25 reviews;30,716;44
765069847.html;32892;;;Great Deal;4.7;308;5;6 reviews;7,790;45
747324686.html;22815;26815;;;4.8;1125;4.9;316 reviews;;32
764976869.html;28295;28295;;;5;932;4.4;69 reviews;11;13
766085899.html;16977;;;Great Deal;4.7;359;4.7;171 reviews;26,104;51
759519614.html;44433;54925;;;-1;-1;4.8;20 reviews;7;20
764380275.html;22450;25200;;;4.9;589;4.9;37 reviews;;15
766323181.html;16687;;;Good Deal;5;15;4.7;123 reviews;108,374;29
760719913.html;26345;27610;;;4.9;287;4.7;25 reviews;1;10
767474538.html;46205;46205;;;4.7;308;4.9;28 reviews;12;32
740870565.html;49994;;;;4.2;45;4.8;6 reviews;1,506;32
764056574.html;34875;34875;;;4.9;475;4.6;164 reviews;4;13
762188394.html;34731;39190;;;-1;-1;4.7;34 reviews;2;25
750566828.html;18980;19980;;;4.6;262;4.8;32 reviews;36;13
763676199.html;18477;;;Good Deal;4.7;359;4.7;298 reviews;28,713;54
725093315.html;58868;;;;4.8;220;4.9;589 reviews;5,752;20
765128746.html;35271;37495;;;4.8;69;4.8;5 reviews;4;32
763327402.html;60904;;;;4.8;1057;4.8;20 reviews;7;32
764649978.html;15840;;;Good Deal;4.7;359;4.7;235 reviews;60,598;53
751277371.html;30185;33685;;;4.8;1125;4.8;20 reviews;;32
758725699.html;28593;31475;;;4.9;589;4.2;5 reviews;;19
757423366.html;55710;58710;;;4.8;1125;4.8;135 reviews;;32
749352519.html;44091;;;Good Deal;4.7;114;4.7;36 reviews;95,419;32
764947595.html;23699;26985;;;5;251;4.2;5 reviews;6;32
741155699.html;27833;33135;;;4.7;114;4.6;164 reviews;2;12
766538947.html;17989;;;Good Deal;5;68;4.8;218 reviews;32,720;22
740062510.html;40605;40605;;;5;932;4.6;67 reviews;305;14
763696281.html;42746;48285;;;4.7;417;4.6;31 reviews;1;32
765941766.html;25395;;;;4.6;409;4.4;69 reviews;3;14
739852924.html;27400;;;Good Deal;5;23;4.7;266 reviews;32,378;32
766085897.html;32777;;;Good Deal;4.7;359;4.8;21 reviews;16,921;54
761527334.html;21880;;;Great Deal;4.5;64;4.9;57 reviews;23,599;23
764633466.html;18995;;19495;Good Deal;4.8;1086;4.7;80 reviews;40,141;39
762300660.html;21195;;;Great Deal;4.8;1086;4.7;101 reviews;31,965;42
765556401.html;23991;;;Good Deal;5;23;4.9;340 reviews;33,634;32
762358072.html;8150;;;Good Deal;5;22;4.4;189 reviews;114,424;32
759636329.html;19595;;;Great Deal;4.8;1086;4.6;343 reviews;23,223;42
758534576.html;15739;;16288;Good Deal;4.9;701;4.9;71 reviews;20,680;26
760488102.html;19566;26090;;;5;119;4.7;42 reviews;;23
765683172.html;28295;28295;;;5;932;4.4;69 reviews;11;11
765761041.html;31900;;;Good Deal;4.6;289;4.1;74 reviews;42,445;29
764658822.html;22995;;23495;Good Deal;4.8;1086;4.7;101 reviews;39,164;42
766293437.html;17990;;;Good Deal;5;932;4.6;290 reviews;21,597;20
750883850.html;42082;52135;;;5;251;4.9;589 reviews;89;32
763484500.html;29127;29127;;;3.9;173;5;34 reviews;2;12
757761716.html;27000;;;Good Deal;4.8;114;4.7;182 reviews;32,059;32
760026557.html;25912;30030;;;5;19;4.6;22 reviews;19;32
763591799.html;19828;25695;;;5;251;4.9;37 reviews;2,825;31
759993287.html;31995;;;Good Deal;4.8;1086;4.2;13 reviews;28,015;45
761693322.html;26440;;;Great Deal;4.7;359;4.9;308 reviews;26,190;57
761614729.html;27499;30745;28523;;4.9;287;4.9;48 reviews;2;11
766847758.html;28800;;;Good Deal;4.9;482;4.8;105 reviews;57,046;26
758481190.html;41488;;;Good Deal;4.9;482;4.8;248 reviews;15,491;25
758202247.html;10989;;;Great Deal;4.9;482;4.2;54 reviews;68,387;24
763987925.html;35468;45970;37968;;4.6;101;5;19 reviews;;8
767172027.html;31995;;;Good Deal;4.8;1086;4.9;535 reviews;3,156;41
762910498.html;30075;33075;;;4.9;482;4.9;27 reviews;11;21
760318615.html;11195;;;Great Deal;-1;-1;4.9;548 reviews;70,568;26
760926788.html;22340;;;Good Deal;4.7;359;4.5;39 reviews;36,545;54
756126803.html;21737;22460;;;4.9;53;4.8;55 reviews;18;21
761659178.html;27581;28295;;;4.8;237;4.4;69 reviews;7;25
753767905.html;33942;41485;;;4.6;262;4.8;181 reviews;15;13
760847460.html;35485;41485;;;4.8;1125;4.8;181 reviews;;32
764984143.html;34149;36307;;;4.9;538;4.6;63 reviews;2;20
765975491.html;19481;;;Great Deal;4.7;308;4.2;29 reviews;29,645;48
763869272.html;21494;;21994;Good Deal;4.8;1086;4.4;24 reviews;6,109;41
767474422.html;40395;40395;;;4.7;308;4.9;28 reviews;14;32
764966390.html;11990;;;Great Deal;4.8;424;4.8;177 reviews;57,743;26
755732485.html;55213;59390;;;5;25;4.5;23 reviews;;8
762810905.html;41885;45385;;;4.5;761;4.3;30 reviews;;32
763570477.html;19495;;19995;Good Deal;4.8;1086;4.7;29 reviews;27,321;40
762487799.html;72097;79515;;;5;251;4.9;17 reviews;406;32
744931274.html;34220;37720;;;4.8;1125;4.8;39 reviews;12;31
761295446.html;47010;47010;;;4.7;24;4.5;71 reviews;;22
765975555.html;20913;22492;;;4.9;538;;;;20
767236862.html;14215;;;;4.7;176;4.7;7 reviews;6;20
754694908.html;38234;43115;;;-1;-1;4.8;25 reviews;6;29
757694855.html;49855;49855;;;4.9;475;4.3;30 reviews;15;15
764188203.html;12975;;;Great Deal;4.8;424;4.4;49 reviews;33,742;28
750497576.html;26006;27210;;;4.9;682;4.6;22 reviews;15;26
762619661.html;14971;;;Good Deal;4.8;416;4;53 reviews;85,883;32
764117111.html;62995;64995;;;5;303;4.5;23 reviews;10;20
750596506.html;42048;;;;4.8;220;4.4;19 reviews;94;22
766508225.html;32486;37850;;;4.8;39;4.9;11 reviews;5;28
764430546.html;28994;;29494;Good Deal;4.8;1086;4.5;75 reviews;29,946;45
763420850.html;15999;;16973;Good Deal;5;15;4.5;86 reviews;28,869;31
753964911.html;43631;43631;;;4.7;24;5;7 reviews;;19
763681495.html;17584;;;Good Deal;4.9;701;4.7;195 reviews;24,322;28
760043074.html;34495;34495;;;4.9;225;5;1 reviews;10;32
766776883.html;25854;29365;;;4.1;104;4.8;5 reviews;;21
766634001.html;28990;;;Good Deal;4.9;1370;4.9;120 reviews;20,017;43
766849185.html;13495;;;Great Deal;-1;-1;4.6;38 reviews;63,203;32
760553353.html;17230;18230;;;3.1;12;4.5;8 reviews;12;32
754010504.html;15089;15795;;;4.6;262;4.8;15 reviews;5;15
754778272.html;59876;62515;;;4.6;263;5;5 reviews;;32
766841703.html;4499;;;Great Deal;4.5;8;4.6;18 reviews;175,000;29
761975109.html;41440;44940;;;4.5;761;4.3;30 reviews;;32
767251281.html;13796;;;Good Deal;4.8;1125;4.6;49 reviews;19,418;40
764185809.html;51510;56510;;;4.9;589;4.8;20 reviews;;17
765294415.html;40390;40390;;;4.9;589;4.4;19 reviews;;17
752724792.html;43933;;;;4.8;1057;4.6;32 reviews;6;32
764431392.html;14495;;;Good Deal;4.8;1086;4.7;274 reviews;15,715;37
760082976.html;29831;30750;;;4.8;69;4.6;5 reviews;14;32
760487460.html;33060;35560;;;4.6;262;4.8;82 reviews;8;18
760943670.html;32445;32445;;;3.5;14;4.7;82 reviews;;20
767474539.html;44995;44995;;;4.7;308;4.2;42 reviews;4;32
766531051.html;45775;;;Good Deal;4.5;761;3.8;18 reviews;48,896;44
757423380.html;20665;24915;;;4.8;1125;4.7;203 reviews;;32
758214722.html;19995;;;Good Deal;4.8;1086;4.7;80 reviews;29,363;44
760500406.html;27077;;;Good Deal;4.7;359;4.9;215 reviews;30,861;59
753614370.html;22425;27425;;;4.9;482;4.8;4 reviews;6;20
751277360.html;28025;32275;;;4.8;1125;4.8;20 reviews;;32
758956316.html;20928;22345;;;4.8;236;4.9;55 reviews;14;16
754734971.html;43353;49450;;;4.9;589;4.8;25 reviews;;19
766449733.html;34680;;;Great Deal;4.5;64;4.8;18 reviews;58,490;26
761156127.html;53096;60475;;;4.6;262;4.8;181 reviews;27;19
764798981.html;19688;;;Good Deal;4.6;262;4.8;13 reviews;46,969;38
751886118.html;40605;40605;;;4.9;701;4.6;67 reviews;2;20
748814878.html;39976;43915;;;4.1;104;4.7;261 reviews;6;21
757978688.html;30488;;;Good Deal;4.9;482;4.8;93 reviews;36,817;32
747099339.html;26583;30560;;;3.5;14;4.7;81 reviews;3;21
744122978.html;31145;31145;;;3.1;12;4.8;82 reviews;14;6
766994175.html;22374;;;Good Deal;4.8;1125;4.5;147 reviews;99,574;36
759583194.html;12031;;;Good Deal;4.8;416;4.7;90 reviews;29,431;33
759622619.html;26887;30280;27637;;4.6;101;4.8;17 reviews;;7
763570602.html;15938;;;Good Deal;4.9;682;4.1;130 reviews;34,532;26
755731816.html;57581;65930;;;5;25;5;35 reviews;;11
757396294.html;53488;;;;4.8;1057;4.8;20 reviews;4;32
765682276.html;31870;33030;;;5;169;4.6;5 reviews;;20
765238767.html;45800;;;Great Deal;4.6;289;4.5;57 reviews;7,007;29
714366950.html;53700;75700;;;4.7;189;4.8;17 reviews;;23
762091541.html;23994;;24994;Good Deal;4.8;1086;4.5;35 reviews;42,338;44
765171490.html;15994;;;Good Deal;4.8;1086;4.7;62 reviews;32,514;38
766986067.html;36742;38883;;;4.9;538;4.5;62 reviews;;20
766630662.html;19784;;;Good Deal;4.9;482;4.6;67 reviews;86,630;19
766640856.html;15994;;;Good Deal;4.8;1086;4.4;49 reviews;34,600;39
756320798.html;50460;55460;;;4.8;1125;4.7;93 reviews;;32
762228955.html;47270;47270;;;4.9;225;4.6;22 reviews;5;32
751129298.html;27259;31680;;;4;4;4.5;27 reviews;4;27
753167012.html;58178;;;;4.8;1057;5;7 reviews;5;32
754316391.html;34300;38400;;;5;15;4.8;82 reviews;10;23
762114422.html;20899;;;Great Deal;4.5;63;4.9;464 reviews;24,660;32
763883454.html;36888;43040;39588;;4.8;39;4.7;34 reviews;5;32
761286562.html;41749;55400;;;4;4;4.8;20 reviews;4;32
763614679.html;31944;;32944;Good Deal;4.9;701;4.8;113 reviews;42,961;25
764982083.html;34395;37520;;;4.7;417;4.6;63 reviews;1;32
749687187.html;24940;;25440;Good Deal;4.7;359;4.8;117 reviews;47,468;53
762084607.html;20552;25585;;;4.6;262;4.7;171 reviews;13;15
766766210.html;39891;39891;;;4.7;417;4.5;14 reviews;1;32
752740398.html;27888;;;Great Deal;4.6;262;4.6;217 reviews;42,124;38
766350824.html;22677;;;Great Deal;4.7;359;4.9;173 reviews;31,413;51
756280161.html;16068;18710;;;4.7;176;4.8;55 reviews;20;22
760637270.html;27100;;;;4.6;409;5;32 reviews;6;17
766034294.html;10989;;;Good Deal;4.7;176;4.6;69 reviews;50,302;32
749940158.html;34385;34385;;;5;932;4.8;70 reviews;12;18
763869563.html;25995;;;Good Deal;4.8;1086;4.8;395 reviews;28,869;38
765819376.html;26482;;;Good Deal;4.8;1057;4.8;486 reviews;13,372;46
758383131.html;71121;75250;;;4.9;53;5;4 reviews;2;25
766010563.html;21988;;;Good Deal;4.8;357;4.8;645 reviews;34,820;25
766652114.html;33795;33795;;;5;932;4.4;69 reviews;11;11
759851829.html;62501;64505;;;4.5;63;4.8;6 reviews;21;32
766658315.html;36331;36331;;;4.7;417;4.5;62 reviews;1;32
762582717.html;29695;29695;;;4.9;701;4.4;69 reviews;2;21
759430276.html;53754;61030;;;5;19;;;1,490;32
758687382.html;18840;;;Good Deal;4.7;359;4.7;29 reviews;33,511;49
755093221.html;34734;38600;;;5;68;4.8;82 reviews;3;13
765801719.html;44255;;;Good Deal;4.5;761;4.9;464 reviews;32,056;38
765304773.html;15998;;16600;Good Deal;4.9;226;5;45 reviews;21,174;37
762853277.html;28195;;;Good Deal;4.8;1086;4.9;120 reviews;10,135;43
762302372.html;15495;;15995;Good Deal;4.8;1086;4.8;204 reviews;32,624;38
749426768.html;52216;57185;;;4.9;162;4.6;18 reviews;11;9
766975188.html;41940;;;Good Deal;4.7;359;4.8;123 reviews;45,034;53
764173912.html;27337;27785;;;4.9;482;4.7;42 reviews;1;21
764266647.html;43000;;;Good Deal;4.6;289;4.5;2 reviews;9,767;29
747328047.html;69900;69900;;;3.7;61;4.9;17 reviews;1;20
765670446.html;26893;;;Great Deal;5;119;4.7;261 reviews;22,644;21
763033985.html;25854;27209;;;5;6;5;34 reviews;;21
755920233.html;37889;;;Good Deal;4.8;237;4.8;184 reviews;6,584;23
767261259.html;32400;;;Good Deal;4.6;289;4.7;37 reviews;29,579;29
762084426.html;46952;56085;;;4.6;262;5;4 reviews;8;14
761057296.html;24640;;;;4.6;409;5;32 reviews;14;15
748479339.html;83330;83330;;;4.9;599;5;5 reviews;5,357;32
761726373.html;27888;;;Good Deal;4.8;357;4.8;105 reviews;30,240;21
759686047.html;20650;;;Good Deal;4.9;475;4.8;559 reviews;1,771;25
751303912.html;18138;;;;4.8;220;4.7;3 reviews;6;19
752175493.html;22293;26460;;;2.5;33;4.7;34 reviews;6;24
757087933.html;21940;;;Good Deal;4.7;359;4.9;22 reviews;42,332;55
749576653.html;81695;81695;;;4.9;225;5;2 reviews;8;32
747682916.html;68410;68410;;;4.9;225;5;2 reviews;8;32
763012605.html;19880;;;;4.6;409;4.4;21 reviews;4;17
756893187.html;31348;37785;;;4.6;262;5;19 reviews;11;13
762483119.html;26440;;26940;Good Deal;4.7;359;4.6;158 reviews;48,354;58
765654927.html;40170;43670;;;4.9;482;4.7;19 reviews;10;23
754892038.html;60045;60045;;;4.9;475;4.6;18 reviews;5;17
763198424.html;10761;;;Good Deal;4.6;122;4.4;130 reviews;47,142;32
763677896.html;34997;;36997;Great Deal;4.8;68;4.7;142 reviews;37,607;32
752838925.html;47890;62595;;;4.9;589;4.9;42 reviews;;21
749013503.html;19784;23995;;;4.9;589;4.5;116 reviews;;20
755732431.html;32332;38490;;;5;25;4.7;26 reviews;;9
765522244.html;12990;;;Good Deal;4.9;1370;4.6;76 reviews;59,122;36
765570738.html;21940;;;Great Deal;4.7;359;4.6;62 reviews;59,317;48
752005703.html;42541;48112;;;4.7;417;4.6;31 reviews;1;32
757426049.html;38141;41066;;;4.9;538;4.8;49 reviews;1;12
762756011.html;15900;;;Good Deal;4.8;114;4.9;13 reviews;73,914;32
763805004.html;51120;56120;;;4.9;589;4.8;20 reviews;;15
751349529.html;65147;71590;;;4.7;114;5;7 reviews;562;15
764551493.html;14127;;;Good Deal;5;15;4.3;148 reviews;32,514;32
767316292.html;21991;;;Good Deal;4.9;599;4.9;468 reviews;35,306;41
756898353.html;23350;;23980;Great Deal;-1;-1;4.7;266 reviews;41,436;32
766769838.html;21900;;;Good Deal;4.9;538;4.7;107 reviews;25,240;20
760871311.html;16612;;;;5;19;;;6;32
749162416.html;35611;38755;;;4.8;236;4.7;82 reviews;14;18
767179180.html;23990;;25990;Good Deal;5;932;4.5;35 reviews;23,722;22
763849583.html;54604;;;;4.8;1057;4.8;20 reviews;5;32
763869564.html;13995;;15495;Great Deal;4.8;1086;4.2;29 reviews;40,534;39
764309520.html;27027;35515;;;5;62;4.6;164 reviews;1;17
761173034.html;15990;;;Good Deal;4.9;1370;4.6;128 reviews;27,059;46
766517526.html;24865;26865;;;4.9;589;4.8;19 reviews;;17
762670687.html;24640;;;;4.6;409;5;32 reviews;12;19
757275316.html;22991;;;Great Deal;5;23;4.5;31 reviews;36,640;32
764487734.html;19583;;20582;Good Deal;4.9;701;4.6;273 reviews;46,497;29
761162691.html;38608;;;;4.8;1057;;;5;32
758167693.html;17997;;;Great Deal;4.8;68;4.7;11 reviews;60,026;32
750349652.html;36291;38392;;;5;6;4.6;31 reviews;4;24
766852623.html;16991;;;Great Deal;4.9;162;4.7;86 reviews;61,890;32
767025520.html;40998;;;Great Deal;3.8;6;4.8;22 reviews;43,013;24
765304776.html;15799;;;Good Deal;4.9;226;4.8;233 reviews;51,264;39
