id;price;msrp_price;original_price;good_offer;seller_rating;seller_count_rating;car_rate;consumers_review;mileage;n_photos
761039892.html;28990;;;Good Deal;4.9;1370;4.7;38 reviews;24,106;44
757871575.html;25675;26745;;;4.8;236;4.4;69 reviews;14;17
760937666.html;24316;28490;;;-1;-1;4.9;37 reviews;3;23
765445379.html;16777;;;Good Deal;4.7;359;4.9;449 reviews;31,580;53
755229794.html;7985;;;Good Deal;5;22;4.6;111 reviews;108,451;22
766634045.html;24990;;;Great Deal;4.9;1370;4.5;75 reviews;62,231;45
766350846.html;59019;;;Good Deal;4.9;682;4.5;35 reviews;25,529;38
764532769.html;21170;;;;4.6;409;4.9;55 reviews;10;16
751037366.html;24527;27680;;;4.1;104;4.6;164 reviews;5;24
765711016.html;21495;;22990;Good Deal;4.9;287;4.3;22 reviews;22,775;26
764099749.html;12640;;;Great Deal;4.7;359;4.9;15 reviews;152,887;43
749246740.html;31801;34665;;;5;169;5;32 reviews;;20
766491609.html;13194;;;Good Deal;4.9;212;4.8;262 reviews;25,400;39
766111771.html;15434;;;Good Deal;4.9;482;4.4;215 reviews;90,135;24
759583190.html;12975;;;Good Deal;4.8;416;4.4;55 reviews;72,386;27
766713053.html;20000;;20500;Good Deal;4.8;236;4.7;639 reviews;17,779;22
764566488.html;47100;47100;;;4.7;24;4.9;10 reviews;;20
761560559.html;24994;;25494;Good Deal;4.8;1086;4.8;49 reviews;58,125;46
766278287.html;39272;43810;;;4.6;262;5;1 reviews;8;14
765594125.html;66257;72535;;;5;303;4;1 reviews;18;17
765382202.html;53980;;;;-1;-1;4.8;20 reviews;1;
748564840.html;15089;15795;;;4.6;262;4.8;15 reviews;5;15
761182558.html;29110;;;;4.6;409;4.3;32 reviews;12;16
752313359.html;29181;30000;;;5;169;4.6;5 reviews;;20
766791529.html;43058;43058;;;2.5;10;4.4;87 reviews;10;6
767426684.html;15900;;;Good Deal;4.9;1370;4.6;203 reviews;142,658;38
764219461.html;24694;;;Good Deal;4.8;1086;4.9;24 reviews;31,173;40
765205407.html;24482;;;Great Deal;4.8;1057;4.8;44 reviews;45,864;44
753320092.html;36940;;;Good Deal;4.7;359;4.8;40 reviews;44,810;58
761935749.html;46999;55860;48999;;5;25;4.3;30 reviews;5;27
765878759.html;31500;;;Good Deal;4.9;538;4.9;42 reviews;40,449;20
765224460.html;59492;;;Good Deal;4.9;162;4.5;35 reviews;8,639;32
753279424.html;33479;35820;;;4.6;262;4.8;39 reviews;11;14
761375422.html;23188;;;Good Deal;5;15;4.5;161 reviews;52,266;32
757681736.html;19488;24390;;;4.6;262;4.7;171 reviews;12;15
749791638.html;40395;;;;4.5;39;4.2;25 reviews;14;11
758214540.html;22994;;;Great Deal;4.8;1086;4.8;168 reviews;13,197;41
761637302.html;18506;;;Good Deal;4.8;416;4.8;379 reviews;15,184;28
763413157.html;25239;;;Good Deal;4.8;416;4.7;116 reviews;117,269;31
767344490.html;20913;22492;;;4.9;538;;;;20
763984101.html;42453;45046;;;5;6;4.8;49 reviews;1;29
760671272.html;10900;;;Great Deal;4.9;538;4.8;53 reviews;39,549;20
764456533.html;24995;;;Great Deal;4.8;1086;4.8;32 reviews;39,470;46
766059625.html;44600;51540;;;5;62;4.3;30 reviews;1;14
764795044.html;22500;;;Great Deal;4.8;114;4.9;14 reviews;50,022;32
761061661.html;37978;;38509;Good Deal;4.9;225;4.7;142 reviews;36,122;41
766877485.html;19290;;20800;Good Deal;4.9;538;4.8;146 reviews;27,315;26
760814938.html;24922;25940;;;4.3;67;4.7;25 reviews;3;24
755110682.html;16029;19110;;;5;15;4.8;27 reviews;10;19
760857408.html;14982;18060;;;4.4;402;4.7;42 reviews;92;16
748847555.html;66430;66430;;;4.7;308;5;4 reviews;4;32
759816616.html;23078;24960;;;4.7;176;4.9;13 reviews;269;23
762980604.html;37995;;38495;Good Deal;4.8;1086;4.8;40 reviews;12,653;47
763674699.html;40325;40325;;;4.9;701;4.5;6 reviews;2;21
765283685.html;28925;28925;;;4.9;701;4.4;69 reviews;2;20
766784058.html;54435;54435;;;4.9;599;4.7;23 reviews;103;32
745680373.html;21354;27795;;;4.9;682;4.7;298 reviews;15;29
757815133.html;31444;;;Good Deal;4.9;49;4.6;217 reviews;73,366;45
766175659.html;34208;36010;;;5;169;4.6;22 reviews;5;22
759735473.html;46653;55900;;;4.6;101;4.7;93 reviews;;7
761907881.html;31994;;32494;Good Deal;4.8;1086;3.7;3 reviews;23,714;44
753911747.html;60873;;;;4.8;1057;4.8;20 reviews;3;32
766799962.html;16491;;;Good Deal;4.9;287;4.9;278 reviews;49,550;23
766053238.html;41677;;;Good Deal;-1;-1;3.8;18 reviews;78,735;27
751975810.html;26048;;;;4.8;220;4.8;19 reviews;6;20
766574890.html;55800;;57500;Good Deal;4.6;289;4.7;67 reviews;17,741;29
765009088.html;26790;29540;;;4.9;589;4.9;37 reviews;;16
753132064.html;40061;46660;;;5;303;4.8;15 reviews;5;15
766307585.html;37800;;;Good Deal;4;4;4.8;135 reviews;12,966;37
738650138.html;54295;68480;;;4.4;26;4.8;19 reviews;137;28
757061105.html;49990;;;Good Deal;4.9;1370;4.8;40 reviews;7,434;54
749670442.html;17082;17950;;;4.6;262;4.8;15 reviews;5;15
766572950.html;22800;;;Great Deal;4.6;289;4.9;27 reviews;13,647;29
746403204.html;32440;34555;;;4.1;104;4.6;40 reviews;6;23
762304425.html;26477;;;Good Deal;4.7;359;4.8;186 reviews;20,402;52
750181797.html;21995;;22495;Good Deal;4.8;1086;4.7;9 reviews;36,999;42
763766040.html;23990;;;Good Deal;4.8;357;4.9;703 reviews;42,811;20
757344672.html;48621;54840;;;4.6;262;4.8;17 reviews;31;18
758314672.html;55774;;;;4.8;1057;5;7 reviews;4;32
763521045.html;49925;;;Good Deal;4.9;475;4.5;35 reviews;59,996;27
765819686.html;23890;;;Good Deal;4.9;701;4.6;158 reviews;83,808;27
751546199.html;26528;30585;;;5;19;4.6;22 reviews;2;32
766521749.html;18594;;;Good Deal;4.8;1125;4.1;130 reviews;38,874;42
767260035.html;32400;;;Great Deal;4.6;289;4.9;58 reviews;10,868;29
761722777.html;29654;;;Good Deal;4.8;237;4.8;135 reviews;45,910;31
764478044.html;33751;36870;;;4.8;237;5;32 reviews;8;19
747487444.html;19456;19780;;;4.9;682;5;33 reviews;15;21
764669138.html;20195;;;Great Deal;4.8;1086;4.7;80 reviews;38,574;41
764309828.html;100230;;;;4.9;115;5;8 reviews;18;32
755732477.html;57925;58790;;;5;25;4.5;23 reviews;;9
759609851.html;24615;24615;;;4.9;701;5;32 reviews;2;19
749739779.html;18940;;;Good Deal;4.9;682;4.4;45 reviews;808;24
765801720.html;28603;;;Good Deal;4.5;761;4.8;113 reviews;35,999;39
754885146.html;33728;38890;;;4.7;176;;;7;22
765189990.html;22888;;;Great Deal;4.6;262;4.8;102 reviews;41,484;38
761052806.html;66071;72335;;;5;303;4;1 reviews;5;16
759805249.html;33878;;;Good Deal;4.9;475;4.8;22 reviews;5,640;21
765654944.html;25725;29225;;;4.9;482;5;1 reviews;14;17
765128657.html;29788;;;Good Deal;4.6;262;4.7;307 reviews;16,357;40
765752926.html;27760;;;Good Deal;4.9;482;4.5;41 reviews;40,415;29
763658240.html;30180;30935;;;5;18;4.9;37 reviews;7;29
744434142.html;50580;50580;;;5;169;4.8;22 reviews;8;20
751179049.html;31368;;;;4.8;220;4.7;34 reviews;10;20
753132065.html;58255;60255;;;5;303;4.5;23 reviews;7;21
764199651.html;23970;23970;;;5;932;4.9;55 reviews;11;12
758725811.html;27706;31140;;;5;19;4.6;5 reviews;7;32
752440106.html;33966;;34966;Good Deal;5;251;4.7;266 reviews;25,196;40
760219456.html;18743;21460;;;4.6;262;4.8;27 reviews;17;17
752732863.html;68170;73600;;;-1;-1;4.9;17 reviews;2;22
751036427.html;45400;52400;;;4.8;1125;4.8;181 reviews;;32
765682279.html;41148;43620;;;5;169;5;6 reviews;;21
766800002.html;19981;;;Good Deal;4.8;1057;4.5;12 reviews;110,765;48
765271915.html;58732;;;;4.8;1057;5;1 reviews;5;32
763327179.html;56969;;;;4.8;1057;4.8;20 reviews;4;32
766082615.html;20913;22492;;;4.9;538;;;;20
766169232.html;16981;;;Great Deal;4.7;308;4.5;45 reviews;83,977;50
766216596.html;11976;;;Good Deal;4.5;761;4.3;206 reviews;93,223;37
765878834.html;26700;;;Great Deal;4.9;538;4.8;220 reviews;6,807;22
766700736.html;10800;;;Good Deal;5;25;4.6;18 reviews;167,256;25
757735557.html;34764;38630;;;5;68;4.8;82 reviews;3;13
756870360.html;82805;82805;;;4.9;225;5;2 reviews;8;32
767228880.html;23044;24887;;;4.9;538;;;;22
766000156.html;20894;21905;;;5;169;5;33 reviews;5;20
762361531.html;42680;;;Good Deal;4.8;39;4.9;124 reviews;24,147;30
763718947.html;27100;;;;4.6;409;5;32 reviews;8;17
766003763.html;22871;;;Good Deal;4.8;1125;4.9;147 reviews;29,077;35
760476430.html;35988;;;Good Deal;5;251;4.6;47 reviews;15,441;41
749813113.html;134997;;;Great Deal;4.8;68;;;6,996;32
763748447.html;46480;53665;;;5;62;4.3;30 reviews;1;16
766481458.html;25526;29940;;;5;23;4.6;22 reviews;6;15
755732341.html;35839;42665;;;5;25;4.7;42 reviews;;10
763574911.html;28989;;29489;Good Deal;4.8;1086;4.5;75 reviews;34,139;46
747324653.html;20480;26230;;;4.8;1125;4.7;171 reviews;;32
757812993.html;44374;56945;;;4.5;63;4.8;20 reviews;3;32
766064398.html;36590;;;Good Deal;4.9;1370;4.9;464 reviews;29,866;44
764694639.html;21492;;;Good Deal;4.9;162;4.8;422 reviews;33,271;32
750934670.html;17797;18750;;;4.6;262;4.8;15 reviews;5;15
762101376.html;33925;35900;;;4.3;67;5;5 reviews;10;25
747390541.html;68410;68410;;;4.9;225;5;2 reviews;8;32
765980347.html;57293;;;;5;169;5;4 reviews;13;21
763082552.html;23342;27520;;;4.6;262;4.6;22 reviews;8;16
761867486.html;17455;19455;;;4.9;212;4.8;97 reviews;5;32
758214530.html;23195;;;Good Deal;4.8;1086;4.5;59 reviews;38,991;45
765621810.html;23994;;;Good Deal;4.8;1125;4.9;84 reviews;14,949;35
761432030.html;12992;;;Good Deal;4.9;482;4.7;90 reviews;32,349;23
766573063.html;38200;;;Good Deal;4.6;289;4.9;40 reviews;58,546;29
763206462.html;51488;;;;4.8;1057;4.2;37 reviews;4;32
764610343.html;16798;;;Good Deal;5;23;4.8;267 reviews;15,459;32
762288367.html;20495;;20995;Good Deal;4.8;1086;4.7;29 reviews;32,345;40
753950393.html;24715;26725;;;4.6;262;4.8;82 reviews;7;15
758874923.html;61181;67510;;;4.6;101;4.8;181 reviews;;11
755732275.html;29800;;;Good Deal;5;25;4.8;48 reviews;25,244;25
757279903.html;44357;55710;;;5;119;4.9;128 reviews;;11
762282866.html;19994;;20494;Great Deal;4.7;308;4.6;32 reviews;28,120;45
757360140.html;8406;;;Good Deal;4.8;416;4.6;136 reviews;109,136;29
761220297.html;25940;;;Good Deal;4.7;359;4.4;37 reviews;22,163;55
766662406.html;41392;45434;;;4.9;538;4.7;44 reviews;;21
766040980.html;68100;;;;-1;-1;5;1 reviews;;32
766319488.html;30430;;;Good Deal;4.9;482;4.7;196 reviews;16,846;25
764502251.html;18716;;;Good Deal;4.9;475;4.8;19 reviews;146,008;25
735385818.html;30369;30369;;;4.1;22;4.8;222 reviews;6;11
765078408.html;15495;;;Good Deal;4.8;1086;4.8;177 reviews;40,408;37
755719836.html;26173;;;;4.8;220;4.9;37 reviews;6;19
762878518.html;56590;61310;;;5;25;4.5;23 reviews;;9
764757313.html;38905;38905;;;4.5;63;4.7;34 reviews;5;32
756171428.html;24431;26755;;;2.5;33;4.8;82 reviews;13;22
765661321.html;59801;71650;71650;;5;99;5;7 reviews;17;32
766957837.html;12500;;;Good Deal;4.9;1370;4.6;203 reviews;163,789;32
762358138.html;11467;;;Good Deal;5;22;4.6;30 reviews;100,524;32
766572744.html;31500;;;Good Deal;4.6;289;4.9;589 reviews;8,309;29
755732413.html;47094;56025;;;5;25;4.9;128 reviews;;9
762129823.html;42495;;;Good Deal;4.9;225;4.8;14 reviews;38,252;47
766640823.html;41995;;;Good Deal;4.8;1086;4.7;138 reviews;3,854;44
764763791.html;97492;;;Good Deal;4.9;115;5;7 reviews;4,400;43
761808589.html;19513;19860;;;5;169;5;33 reviews;;20
745473757.html;40720;45220;;;4.8;1125;4.8;181 reviews;;32
757279775.html;32790;38335;;;5;119;4.8;6 reviews;;20
766319609.html;12860;;;Good Deal;4.9;482;4.7;90 reviews;26,496;21
752550339.html;31287;31955;;;4.9;482;5;1 reviews;1;19
761927516.html;24495;;24995;Great Deal;4.8;1086;4.8;32 reviews;43,527;45
759421417.html;47953;55360;48993;;4.6;262;4.8;34 reviews;5;12
756670806.html;61770;61770;;;4.9;475;4.6;18 reviews;6;17
759322646.html;22941;;;Great Deal;4.9;475;4.9;7 reviews;28,372;23
763660798.html;25495;;25995;Great Deal;4.8;1086;4.8;24 reviews;38,177;45
732073840.html;23390;23390;;;3.5;14;4.9;459 reviews;2;20
758725697.html;36067;43935;;;4.9;589;4.8;20 reviews;;19
757628405.html;52749;61320;;;4;4;5;5 reviews;5;32
761039891.html;35990;;;Good Deal;4.9;1370;4.7;245 reviews;24,870;51
760661098.html;26994;;;Great Deal;4.8;1086;4.8;36 reviews;39,515;44
765613018.html;32988;;;Good Deal;4.6;262;4.8;82 reviews;6,192;38
766209017.html;22790;;;Good Deal;5;99;4.8;559 reviews;24,089;32
762718184.html;27099;31175;28425;;4.9;589;4.9;37 reviews;;15
754090153.html;43926;;;Good Deal;5;22;4.5;10 reviews;54,839;31
764099737.html;24477;;;Great Deal;4.7;359;4.9;589 reviews;23,102;48
762078877.html;31630;31630;;;4.9;701;5;32 reviews;2;20
758145000.html;48180;50930;;;4.6;262;4.8;65 reviews;18;20
765798184.html;41995;;;Great Deal;4.8;1086;4.8;30 reviews;24,560;44
729876253.html;30125;32860;;;4.8;237;4.9;535 reviews;10;22
759324874.html;35305;39505;;;4.9;589;4.8;25 reviews;;18
753320093.html;17840;;;Good Deal;4.7;359;4.7;144 reviews;34,792;59
766138179.html;51750;62245;;;4.8;39;4.8;181 reviews;5;32
756626258.html;50081;57420;;;5;23;;;9;15
744543095.html;54389;65210;;;5;99;4.6;18 reviews;5;32
764640398.html;18561;;;Good Deal;-1;-1;4.8;120 reviews;59,985;25
757932436.html;34747;39470;;;-1;-1;;;26;24
765761318.html;38600;;;Good Deal;4.6;289;4.8;117 reviews;7,805;29
753393315.html;58780;70405;;;5;99;5;7 reviews;17;32
765546949.html;28703;30792;;;4.9;538;4.9;14 reviews;;20
754283952.html;39168;42655;;;4.8;236;4.7;82 reviews;14;19
758534280.html;16489;;;Good Deal;4.9;701;4.6;95 reviews;47,569;27
762304318.html;16740;;;Good Deal;4.7;359;4.9;127 reviews;38,661;47
752593198.html;49868;;;;5;169;4.8;22 reviews;347;22
753320476.html;17840;;;Great Deal;4.7;359;4.8;103 reviews;53,660;60
766694898.html;19999;;;Good Deal;4.9;287;4.7;232 reviews;35,107;25
764966457.html;16975;;;Great Deal;4.8;424;4.8;145 reviews;45,618;28
767259735.html;31200;;;Good Deal;4.6;289;4.9;120 reviews;11,385;29
763658275.html;37865;38720;;;5;18;;;9;26
757153968.html;21646;24930;;;4.9;212;4.9;70 reviews;5;32
759157040.html;29031;33145;;;4.6;262;4.7;34 reviews;16;5
757983156.html;65820;72330;;;4.7;114;5;7 reviews;2;19
756049718.html;48561;51858;;;5;6;4.6;31 reviews;;24
762567730.html;9999;;;Good Deal;4.6;122;4.4;130 reviews;44,464;32
745657593.html;15867;17170;;;5;15;4.5;8 reviews;5;21
744111787.html;19265;25265;;;4.8;1125;4.7;171 reviews;;32
758251430.html;37995;;;;4.6;409;4.8;70 reviews;13;17
759210917.html;25980;30390;;;5;19;4.6;22 reviews;1;32
761690541.html;22870;22870;;;5;932;4.9;55 reviews;11;11
761220298.html;19240;;;Good Deal;4.7;359;4.5;35 reviews;36,628;60
756093093.html;34980;;;Great Deal;4.5;64;4.8;16 reviews;40,490;23
761640170.html;22795;27630;;;4.6;263;4.9;37 reviews;3,024;32
759100852.html;27075;;;;4.6;409;5;32 reviews;10;19
763984405.html;18993;;;Great Deal;4.9;162;4.9;140 reviews;9,279;32
761534340.html;11529;;;Good Deal;4.6;122;4.6;160 reviews;69,698;32
765803587.html;19492;;;Good Deal;4.7;308;4.7;29 reviews;16,925;44
760007626.html;18991;;;Good Deal;5;23;4.5;217 reviews;38,739;32
767334145.html;52997;;;Good Deal;4.8;68;4.8;261 reviews;11,688;32
767432931.html;15995;;;Good Deal;4.8;1086;4.7;39 reviews;27,073;35
741151530.html;23765;25265;;;3.1;12;4.9;37 reviews;20;32
757816470.html;28387;30280;;;4.8;39;4.8;17 reviews;5;23
761337708.html;23995;;24995;Great Deal;4.8;1086;4.6;19 reviews;23,527;44
756828568.html;17893;19514;;;4.7;417;4.8;6 reviews;3;32
763351083.html;27995;;28495;Good Deal;4.8;1086;4.8;24 reviews;36,637;48
760358460.html;41066;46385;;;-1;-1;4.8;6 reviews;4;22
764714058.html;21817;;;Great Deal;-1;-1;4.8;41 reviews;40,755;20
766653910.html;28009;28810;;;5;169;4.6;5 reviews;14;19
760077940.html;26500;;27200;Good Deal;4.9;538;4.5;29 reviews;78,605;33
763681580.html;34070;41820;37070;;4.8;39;4.8;20 reviews;5;28
759767561.html;16875;;;Good Deal;5;22;4.7;195 reviews;51,049;29
765875393.html;32345;37345;;;4.8;1125;4.8;65 reviews;;32
739609650.html;30405;30405;;;3.7;61;4.9;589 reviews;1;20
766413009.html;19995;;;Good Deal;4.8;1086;4.7;80 reviews;36,149;38
767230660.html;25994;;;Good Deal;4.8;1086;4.8;32 reviews;48,526;45
767162652.html;11795;;;Great Deal;-1;-1;4.7;207 reviews;59,523;32
752861739.html;21888;25060;;;5;19;4.6;42 reviews;5;32
752609600.html;45985;51215;;;4.6;122;4.7;196 reviews;5;19
758233624.html;35611;38755;;;4.8;236;4.7;82 reviews;14;18
764202012.html;17740;;;Good Deal;4.7;359;4.5;116 reviews;22,487;50
765096265.html;78492;;;Good Deal;4.9;115;5;7 reviews;18,588;45
762040238.html;17386;;18276;Good Deal;5;15;4.7;195 reviews;36,242;32
760723544.html;27995;;28495;Great Deal;4.8;1086;4.8;89 reviews;36,543;42
765856148.html;95913;;;;4.2;45;5;1 reviews;;32
763878050.html;14795;;;Great Deal;4.9;287;4.7;229 reviews;56,402;24
767036053.html;27700;;;Great Deal;4.9;538;4.6;330 reviews;33,749;22
765660865.html;48484;58035;58035;;5;99;5;7 reviews;17;32
763639480.html;27888;;;Good Deal;4.6;262;4.9;147 reviews;9,345;30
763074680.html;22294;;22983;Great Deal;4.9;115;4.9;67 reviews;19,245;51
761693408.html;12640;;;Good Deal;4.7;359;4.8;63 reviews;45,929;48
761337569.html;32530;33530;;;4.8;1125;4.8;244 reviews;;32
766877570.html;18900;;;Good Deal;4.9;538;4.7;40 reviews;38,648;24
762483195.html;27440;;;Good Deal;4.7;359;4.6;158 reviews;34,617;57
754212513.html;43580;46560;;;4.9;287;5;12 reviews;11;9
743645637.html;61990;;;;-1;-1;4.7;14 reviews;1;
764117406.html;27488;;;Great Deal;4.8;1125;4.9;215 reviews;20,783;35
764228099.html;29993;;;Good Deal;4.8;69;4.7;3 reviews;3,708;51
758215002.html;14994;;;Good Deal;4.8;1086;4.7;7 reviews;32,827;38
766181211.html;26761;28449;;;4.7;417;4.6;63 reviews;1;29
766739842.html;14990;;;Good Deal;4.9;1370;4.6;273 reviews;69,807;36
766797868.html;42827;50985;47985;;5;303;4.5;42 reviews;5;17
750902084.html;29640;34390;;;5;303;4.5;42 reviews;5;16
751349586.html;28931;30535;;;4.9;682;4.6;22 reviews;15;28
763468914.html;41547;44811;;;4.8;357;4.4;87 reviews;;11
767259797.html;28000;;28700;Good Deal;4.6;289;4.5;75 reviews;41,711;29
756870330.html;45710;45710;;;4.9;225;4.8;4 reviews;8;32
744221941.html;27695;27695;;;4.9;701;4.9;459 reviews;2;22
757147053.html;26313;30120;;;2.8;8;4.6;42 reviews;6;13
758214583.html;22995;;23995;Good Deal;4.8;1086;4.8;74 reviews;33,459;37
764254511.html;9519;;;Good Deal;4.8;416;4.7;131 reviews;103,394;29
761750549.html;23719;28850;;;4;25;4.8;99 reviews;11;16
761040888.html;28909;29990;;;4.9;162;4.8;11 reviews;3;7
766407394.html;20980;;;Good Deal;4.9;701;4.8;204 reviews;47,448;31
765654934.html;64678;67550;;;4.9;482;4.5;23 reviews;1;19
750505640.html;22235;22235;;;4.7;24;4.4;17 reviews;;20
762117453.html;15694;;;Good Deal;4.8;1086;4.8;204 reviews;27,844;34
765487974.html;42310;42310;;;4.7;24;4.9;10 reviews;;20
755062530.html;30671;35430;;;5;23;4.6;22 reviews;9;15
763336802.html;44725;44725;;;4.9;701;4.5;6 reviews;2;21
752730648.html;32530;39590;;;4.9;589;5;128 reviews;;17
765875529.html;62610;65110;;;4.8;1125;4.8;181 reviews;;32
759919226.html;39873;;;Good Deal;5;22;4.9;54 reviews;45,615;32
760489295.html;28995;;29995;Great Deal;4.8;1086;4.8;39 reviews;14,970;43
764088261.html;34695;;;Good Deal;4.8;1086;4.1;74 reviews;28,421;43
751134189.html;39730;45555;;;2.8;8;4.4;5 reviews;6;14
757061188.html;24465;25965;;;3.1;12;4.7;30 reviews;10;27
765570629.html;21840;;;Good Deal;4.7;359;4.8;93 reviews;27,045;53
765224412.html;31992;;34491;Good Deal;4.9;162;4.9;76 reviews;59,052;32
752691927.html;16995;;;Good Deal;5;23;5;13 reviews;31,452;32
765408582.html;22645;23300;;;5;169;4.8;4 reviews;;19
760498050.html;15195;;;Good Deal;4.8;1086;4.7;207 reviews;17,406;41
755536742.html;62913;69135;;;5;303;5;3 reviews;7;18
760701779.html;29489;;;Great Deal;4.8;1086;3.7;3 reviews;17,738;44
761342720.html;25345;25345;;;5;932;4.4;69 reviews;11;13
747061694.html;12940;;;Good Deal;4.7;359;4.8;45 reviews;72,855;53
765128261.html;26888;;;Good Deal;4.6;262;4.8;261 reviews;51,101;37
767474421.html;51495;51495;;;4.7;308;4.2;42 reviews;12;32
751742784.html;41296;44980;;;4.6;262;4.8;135 reviews;10;14
764741602.html;20113;21647;;;4.9;538;4.8;102 reviews;10;21
762288626.html;41488;;;;4.8;220;4.8;20 reviews;6;19
760668030.html;26780;30280;;;4.8;1125;4.8;17 reviews;;32
759424306.html;20357;24235;;;4.7;114;4.4;17 reviews;2;12
767329895.html;32995;;;Great Deal;4.8;1086;4.9;18 reviews;29,975;43
750437713.html;34295;34295;;;5;932;4.7;82 reviews;178;11
759100148.html;22480;;;Good Deal;4.8;39;4.7;171 reviews;19,846;29
756829348.html;20715;25465;;;4.8;1125;4.7;203 reviews;;32
759070859.html;61799;70455;;;4;4;4.9;17 reviews;5;30
763024365.html;22145;24645;;;4.9;212;4.9;50 reviews;25;32
767253349.html;22888;;;Good Deal;4.6;262;4.9;165 reviews;32,861;38
752177882.html;26281;28160;;;5;6;4.7;80 reviews;;21
750858567.html;60045;60045;;;4.9;475;4.6;18 reviews;1;17
765803589.html;39992;;40981;Good Deal;4.7;308;4.7;55 reviews;24,560;39
765002996.html;29592;;;Good Deal;4.7;308;4.7;37 reviews;47,502;45
764956760.html;24557;25992;;;4.8;357;4.7;80 reviews;;7
751950087.html;18905;21910;;;4.4;402;5;33 reviews;6;17
765655989.html;24291;28985;;;5;251;4.9;37 reviews;6;32
752860908.html;35599;48575;;;5;25;4.7;261 reviews;300;26
756148066.html;54140;;;;-1;-1;5;5 reviews;1;
752305194.html;17041;18470;;;2.5;33;4.5;8 reviews;10;22
724527297.html;31795;34690;;;4.8;237;4.9;535 reviews;15;25
763660796.html;23995;;24495;Great Deal;4.8;1086;4.7;202 reviews;41,741;40
758214194.html;31995;;;Great Deal;4.8;1086;4.9;10 reviews;32,040;46
765430373.html;20913;22492;;;4.9;538;;;;20
762361529.html;19520;;;Good Deal;4.8;39;4.8;218 reviews;34,619;25
761675604.html;38423;;;;4.8;220;4.5;27 reviews;10;20
761057529.html;9940;;;Great Deal;4.6;122;4.6;160 reviews;33,916;29
757435580.html;17995;;;Good Deal;4.8;1086;4.9;316 reviews;12,624;39
765484806.html;21000;;21585;Great Deal;5;19;4.7;101 reviews;56,213;32
760313522.html;69951;;72114;Good Deal;4.9;225;4.3;20 reviews;3,192;43
766870693.html;16440;;;Good Deal;4.7;359;4.7;235 reviews;19,172;42
763970367.html;44644;49065;;;4.8;237;4.7;82 reviews;8;22
766141617.html;17888;;;Good Deal;4.6;262;4.7;229 reviews;35,589;38
763224175.html;24995;;;Great Deal;4.8;1086;4.7;138 reviews;34,587;43
764326032.html;28632;30155;;;4.9;538;4.5;62 reviews;;22
763420851.html;15987;;16908;Good Deal;5;15;4.8;141 reviews;17,128;32
745368733.html;29715;30685;;;4.9;53;4.8;99 reviews;52;23
754051958.html;31268;33180;;;4.9;682;4.6;42 reviews;15;29
739786358.html;44011;47965;;;4.8;236;4.6;67 reviews;14;19
762109831.html;18916;;;Good Deal;4.9;589;4.8;75 reviews;80,511;29
765617303.html;24682;;;Good Deal;4.9;115;4.6;21 reviews;20,660;48
757648291.html;33500;;;Good Deal;4.8;114;4.9;40 reviews;6,709;32
761137789.html;35130;40130;;;4.8;1125;5;19 reviews;;32
759264914.html;26400;;;Good Deal;4.9;538;4.8;291 reviews;30,016;24
757986713.html;56999;67600;;;5;25;5;7 reviews;5;15
719952449.html;30514;38065;;;5;62;4.9;119 reviews;1;14
754069250.html;46922;52185;;;4.5;63;4.7;138 reviews;12;32
735661704.html;24444;26462;;;4.9;538;4.7;639 reviews;150;21
764094951.html;28510;32010;;;4.8;1125;4.8;20 reviews;;32
751644299.html;22590;;;Good Deal;4.9;1370;4.9;211 reviews;10,385;44
749680352.html;58049;;;;4.8;1057;5;7 reviews;3;32
764982309.html;16053;;;Great Deal;4.5;761;4.5;86 reviews;25,733;38
765616730.html;33298;;;Good Deal;5;23;4.5;12 reviews;70,075;32
749955147.html;25751;30235;;;4.5;63;5;9 reviews;12;32
761091723.html;35695;37800;;;4.6;263;4.7;34 reviews;;32
759139852.html;44532;47775;;;4.5;63;4.8;52 reviews;20;32
764621327.html;12975;;;Good Deal;4.8;424;4.8;233 reviews;39,226;27
766502964.html;14981;;;Great Deal;4.8;69;4.9;7 reviews;34,722;41
753907944.html;39997;;;Good Deal;4.8;68;5;4 reviews;21,357;32
760062142.html;23688;;;Fair Price;4.9;701;4.7;149 reviews;48,569;26
766205939.html;29489;;29989;Good Deal;4.8;1086;4.5;75 reviews;37,321;40
762810991.html;60900;63400;;;4.8;1125;4.8;181 reviews;;32
762364960.html;23588;;;Good Deal;4.6;262;4.8;136 reviews;42,428;40
756850838.html;54000;54000;;;4.7;24;4.3;30 reviews;;20
749984493.html;31034;35215;;;5;19;4.6;22 reviews;14;32
760070042.html;33870;35630;;;5;169;4.6;22 reviews;;20
758408498.html;36783;37730;;;4.9;482;4.8;6 reviews;248;20
763252633.html;27688;;;Good Deal;4.6;262;3.7;3 reviews;45,434;40
760897505.html;55595;67340;;;4.4;26;4.5;23 reviews;24;31
760240214.html;25997;;;Good Deal;4.8;68;5;2 reviews;1,961;32
757904608.html;17335;19335;;;4.9;212;4.8;97 reviews;5;32
767251215.html;14894;;;Good Deal;4.8;1125;4.6;247 reviews;57,000;36
764966393.html;14990;;;Great Deal;4.8;424;4.7;235 reviews;22,367;26
750397076.html;40655;40655;;;4.9;701;4.7;82 reviews;2;19
761259199.html;44994;;45994;Good Deal;4.8;1086;5;5 reviews;17,702;47
